lambda,heldout,variant_label,method,utility_mean,utility_std,top1_mean,top1_std,latency_mean,latency_std,select_Tiny_mean,select_Small_mean,select_Medium_mean,select_Full_mean,n
0.05,block3_h72_seed14,"3-block, H=72",fixed_Small,0.781716608532614,0.05935908315802068,0.7917675544794189,0.05935908315802068,0.2010189189360956,0.0,0.0,1.0,0.0,0.0,413
0.05,block3_h72_seed14,"3-block, H=72",fixed_Tiny,0.8002081898096917,0.031969818111926306,0.8095238095238094,0.031969818111926306,0.18631239428236002,0.0,1.0,0.0,0.0,0.0,413
0.05,block3_h72_seed14,"3-block, H=72",logreg_oracle_label,0.7763603252183229,0.01164516078586184,0.8119451170298628,0.012425185083406471,0.7116958362307958,0.01580249553381544,0.354317998385795,0.0,0.0,0.645682001614205,413
0.05,block3_h72_seed14,"3-block, H=72",oracle_multicapacity,0.9250782107939983,0.005433801449287825,0.9354317998385794,0.005591770161642898,0.2070717808916266,0.0043344877117962735,0.87409200968523,0.06295399515738499,0.05084745762711864,0.012106537530266345,413
0.05,block3_h72_seed14,"3-block, H=72",rf_expected_utility,0.8276993434494974,0.005649276801527126,0.8418079096045198,0.005040353509603202,0.2821713231004486,0.014172879051360445,0.6271186440677966,0.09200968523002422,0.21711057304277645,0.06376109765940274,413
0.05,block3_h72_seed14,"3-block, H=72",rf_oracle_label,0.8049385978933822,0.02146254685344035,0.8208232445520581,0.021521051857906984,0.31769293317352,0.009834028742510778,0.6311541565778853,0.13075060532687652,0.10411622276029055,0.13397901533494752,413
0.05,block3_h72_seed14,"3-block, H=72",ridge_expected_utility,0.8119684932591008,0.0029804323537511467,0.8305084745762712,0.002421307506053294,0.3707996263434104,0.01731855897371039,0.06698950766747376,0.11622276029055689,0.7804681194511703,0.03631961259079903,413
0.1,block3_h36_seed13,"3-block, H=36",fixed_Full,0.7549307253463735,0.023747028988318656,0.8549307253463733,0.023747028988318594,1.0,0.0,0.0,0.0,0.0,1.0,409
0.1,block3_h36_seed13,"3-block, H=36",fixed_Medium,0.8403018963149579,0.013902789005078985,0.8785656071719642,0.013902789005078985,0.3826371085700641,0.0,0.0,0.0,1.0,0.0,409
0.1,block3_h36_seed13,"3-block, H=36",fixed_Small,0.84868376417811,0.024974007247016365,0.8687856560717196,0.02497400724701637,0.2010189189360956,0.0,0.0,1.0,0.0,0.0,409
0.1,block3_h36_seed13,"3-block, H=36",fixed_Tiny,0.8574893799686668,0.02107989756540762,0.876120619396903,0.021079897565407606,0.18631239428236,0.0,1.0,0.0,0.0,0.0,409
0.1,block3_h36_seed13,"3-block, H=36",logreg_oracle_label,0.8584940722328301,0.003724041500703073,0.8924205378973106,0.004234843050290633,0.33926465664480226,0.018404602538317754,0.7432762836185819,0.05867970660146699,0.014669926650366748,0.18337408312958436,409
0.1,block3_h36_seed13,"3-block, H=36",oracle_multicapacity,0.9275556249533924,0.014247184406140196,0.9470252648736756,0.013902789005079004,0.19469639920283074,0.0045367132528470935,0.9290953545232273,0.04156479217603912,0.026079869600651995,0.0032599837000814994,409
0.1,block3_h36_seed13,"3-block, H=36",rf_expected_utility,0.8667404222490083,0.008209505171355162,0.8907905460472697,0.007469561034972821,0.2405012379826131,0.010042311399501297,0.7049714751426244,0.08149959250203749,0.19559902200489,0.017929910350448247,409
0.1,block3_h36_seed13,"3-block, H=36",rf_oracle_label,0.8482772277740249,0.015561168144540677,0.8785656071719642,0.014737686487387953,0.3028837939793902,0.03251441839821708,0.7074164629176855,0.11491442542787285,0.04808475957620212,0.1295843520782396,409
