lambda,heldout,variant_label,utility,top1,relative_latency,select_Tiny,select_Small,select_Medium,select_Full,method
0.02,block3_h72_seed14,"3-block, H=72",0.7272144884493652,0.7312348668280871,0.2010189189360956,0.0,1.0,0.0,0.0,fixed_Small
0.02,block3_h72_seed14,"3-block, H=72",0.8349622699351362,0.8426150121065376,0.38263710857006406,0.0,0.0,1.0,0.0,fixed_Medium
0.02,block3_h72_seed14,"3-block, H=72",0.7984019370460052,0.8184019370460048,1.0,0.0,0.0,0.0,1.0,fixed_Full
0.02,block3_h72_seed14,"3-block, H=72",0.9376733123802496,0.9418886198547215,0.2107653737235873,0.87409200968523,0.05084745762711865,0.06053268765133172,0.014527845036319613,oracle_multicapacity
0.02,block3_h72_seed14,"3-block, H=72",0.8351429076867811,0.8426150121065376,0.373605220987821,0.04600484261501211,0.0,0.9539951573849879,0.0,ridge_expected_utility
0.02,block3_h72_seed14,"3-block, H=72",0.8490424400628922,0.8547215496368039,0.28395547869558135,0.6513317191283293,0.053268765133171914,0.2324455205811138,0.06295399515738499,rf_expected_utility
0.02,block3_h72_seed14,"3-block, H=72",0.8059295066432478,0.8232445520581114,0.8657522707431796,0.13559322033898305,0.0,0.0387409200968523,0.8256658595641646,logreg_oracle_label
0.02,block3_h72_seed14,"3-block, H=72",0.8177097085434395,0.8232445520581114,0.27674217573359755,0.6513317191283293,0.12590799031476999,0.15012106537530268,0.07263922518159806,rf_oracle_label
0.05,block3_h72_seed14,"3-block, H=72",0.8066650098258337,0.8159806295399515,0.18631239428236002,1.0,0.0,0.0,0.0,fixed_Tiny
0.05,block3_h72_seed14,"3-block, H=72",0.7211839208812824,0.7312348668280871,0.2010189189360956,0.0,1.0,0.0,0.0,fixed_Small
0.05,block3_h72_seed14,"3-block, H=72",0.8234831566780345,0.8426150121065376,0.38263710857006406,0.0,0.0,1.0,0.0,fixed_Medium
0.05,block3_h72_seed14,"3-block, H=72",0.7684019370460048,0.8184019370460048,1.0,0.0,0.0,0.0,1.0,fixed_Full
0.05,block3_h72_seed14,"3-block, H=72",0.9313503511685424,0.9418886198547215,0.2107653737235873,0.87409200968523,0.05084745762711865,0.06053268765133172,0.014527845036319613,oracle_multicapacity
0.05,block3_h72_seed14,"3-block, H=72",0.8241486641840946,0.8426150121065376,0.36932695844886376,0.06779661016949153,0.0,0.9322033898305084,0.0,ridge_expected_utility
0.05,block3_h72_seed14,"3-block, H=72",0.8316027287081643,0.8450363196125908,0.26867181808852864,0.6561743341404358,0.05811138014527845,0.24455205811138014,0.04116222760290557,rf_expected_utility
0.05,block3_h72_seed14,"3-block, H=72",0.7799569385209524,0.8232445520581114,0.8657522707431796,0.13559322033898305,0.0,0.0387409200968523,0.8256658595641646,logreg_oracle_label
0.05,block3_h72_seed14,"3-block, H=72",0.8094074432714315,0.8232445520581114,0.27674217573359755,0.6513317191283293,0.12590799031476999,0.15012106537530268,0.07263922518159806,rf_oracle_label
0.1,block3_h72_seed14,"3-block, H=72",0.7973493901117155,0.8159806295399515,0.18631239428236002,1.0,0.0,0.0,0.0,fixed_Tiny
0.1,block3_h72_seed14,"3-block, H=72",0.7111329749344776,0.7312348668280871,0.2010189189360956,0.0,1.0,0.0,0.0,fixed_Small
0.1,block3_h72_seed14,"3-block, H=72",0.804351301249531,0.8426150121065376,0.38263710857006406,0.0,0.0,1.0,0.0,fixed_Medium
0.1,block3_h72_seed14,"3-block, H=72",0.7184019370460051,0.8184019370460048,1.0,0.0,0.0,0.0,1.0,fixed_Full
0.1,block3_h72_seed14,"3-block, H=72",0.9208120824823627,0.9418886198547215,0.2107653737235873,0.87409200968523,0.05084745762711865,0.06053268765133172,0.014527845036319613,oracle_multicapacity
0.1,block3_h72_seed14,"3-block, H=72",0.8110478300285191,0.847457627118644,0.36409797090124935,0.09443099273607748,0.0,0.9055690072639225,0.0,ridge_expected_utility
0.1,block3_h72_seed14,"3-block, H=72",0.8125413251231715,0.837772397094431,0.25231071971259533,0.6803874092009685,0.07263922518159806,0.22033898305084745,0.026634382566585957,rf_expected_utility
0.1,block3_h72_seed14,"3-block, H=72",0.7366693249837937,0.8232445520581114,0.8657522707431796,0.13559322033898305,0.0,0.0387409200968523,0.8256658595641646,logreg_oracle_label
0.1,block3_h72_seed14,"3-block, H=72",0.7955703344847515,0.8232445520581114,0.27674217573359755,0.6513317191283293,0.12590799031476999,0.15012106537530268,0.07263922518159806,rf_oracle_label
0.15,block3_h72_seed14,"3-block, H=72",0.7880337703975976,0.8159806295399515,0.18631239428236002,1.0,0.0,0.0,0.0,fixed_Tiny
0.15,block3_h72_seed14,"3-block, H=72",0.7010820289876728,0.7312348668280871,0.2010189189360956,0.0,1.0,0.0,0.0,fixed_Small
0.15,block3_h72_seed14,"3-block, H=72",0.7852194458210281,0.8426150121065376,0.38263710857006406,0.0,0.0,1.0,0.0,fixed_Medium
0.15,block3_h72_seed14,"3-block, H=72",0.6684019370460046,0.8184019370460048,1.0,0.0,0.0,0.0,1.0,fixed_Full
0.15,block3_h72_seed14,"3-block, H=72",0.9102738137961836,0.9418886198547215,0.2107653737235873,0.87409200968523,0.05084745762711865,0.06053268765133172,0.014527845036319613,oracle_multicapacity
0.15,block3_h72_seed14,"3-block, H=72",0.7984698946277056,0.8523002421307506,0.358868983353635,0.12106537530266344,0.0,0.8789346246973365,0.0,ridge_expected_utility
0.15,block3_h72_seed14,"3-block, H=72",0.8019681516983755,0.837772397094431,0.23869496930703732,0.6973365617433414,0.07990314769975787,0.2106537530266344,0.012106537530266344,rf_expected_utility
0.15,block3_h72_seed14,"3-block, H=72",0.6933817114466342,0.8232445520581114,0.8657522707431796,0.13559322033898305,0.0,0.0387409200968523,0.8256658595641646,logreg_oracle_label
0.15,block3_h72_seed14,"3-block, H=72",0.7817332256980718,0.8232445520581114,0.27674217573359755,0.6513317191283293,0.12590799031476999,0.15012106537530268,0.07263922518159806,rf_oracle_label
0.2,block3_h72_seed14,"3-block, H=72",0.7787181506834794,0.8159806295399515,0.18631239428236002,1.0,0.0,0.0,0.0,fixed_Tiny
0.2,block3_h72_seed14,"3-block, H=72",0.691031083040868,0.7312348668280871,0.2010189189360956,0.0,1.0,0.0,0.0,fixed_Small
0.2,block3_h72_seed14,"3-block, H=72",0.7660875903925245,0.8426150121065376,0.38263710857006406,0.0,0.0,1.0,0.0,fixed_Medium
0.2,block3_h72_seed14,"3-block, H=72",0.6184019370460048,0.8184019370460048,1.0,0.0,0.0,0.0,1.0,fixed_Full
0.2,block3_h72_seed14,"3-block, H=72",0.8997355451100039,0.9418886198547215,0.2107653737235873,0.87409200968523,0.05084745762711865,0.06053268765133172,0.014527845036319613,oracle_multicapacity
0.2,block3_h72_seed14,"3-block, H=72",0.7810018079643521,0.8523002421307506,0.35649217083199203,0.13317191283292978,0.0,0.8668280871670703,0.0,ridge_expected_utility
0.2,block3_h72_seed14,"3-block, H=72",0.7863520315835958,0.8329297820823245,0.23288875249364177,0.7094430992736077,0.08232445520581114,0.2009685230024213,0.007263922518159807,rf_expected_utility
0.2,block3_h72_seed14,"3-block, H=72",0.6500940979094754,0.8232445520581114,0.8657522707431796,0.13559322033898305,0.0,0.0387409200968523,0.8256658595641646,logreg_oracle_label
0.2,block3_h72_seed14,"3-block, H=72",0.7678961169113916,0.8232445520581114,0.27674217573359755,0.6513317191283293,0.12590799031476999,0.15012106537530268,0.07263922518159806,rf_oracle_label
0.3,block3_h72_seed14,"3-block, H=72",0.7600869112552435,0.8159806295399515,0.18631239428236002,1.0,0.0,0.0,0.0,fixed_Tiny
0.3,block3_h72_seed14,"3-block, H=72",0.6709291911472587,0.7312348668280871,0.2010189189360956,0.0,1.0,0.0,0.0,fixed_Small
0.3,block3_h72_seed14,"3-block, H=72",0.7278238795355183,0.8426150121065376,0.38263710857006406,0.0,0.0,1.0,0.0,fixed_Medium
0.3,block3_h72_seed14,"3-block, H=72",0.518401937046005,0.8184019370460048,1.0,0.0,0.0,0.0,1.0,fixed_Full
0.3,block3_h72_seed14,"3-block, H=72",0.8786590077376454,0.9418886198547215,0.2107653737235873,0.87409200968523,0.05084745762711865,0.06053268765133172,0.014527845036319613,oracle_multicapacity
0.3,block3_h72_seed14,"3-block, H=72",0.7553291209400081,0.8571428571428571,0.3393791206761631,0.22033898305084745,0.0,0.7796610169491526,0.0,ridge_expected_utility
0.3,block3_h72_seed14,"3-block, H=72",0.7608287415794952,0.8280871670702179,0.22419475163574268,0.738498789346247,0.08232445520581114,0.17675544794188863,0.002421307506053269,rf_expected_utility
0.3,block3_h72_seed14,"3-block, H=72",0.5635188708351575,0.8232445520581114,0.8657522707431796,0.13559322033898305,0.0,0.0387409200968523,0.8256658595641646,logreg_oracle_label
0.3,block3_h72_seed14,"3-block, H=72",0.7402218993380322,0.8232445520581114,0.27674217573359755,0.6513317191283293,0.12590799031476999,0.15012106537530268,0.07263922518159806,rf_oracle_label
