state_id,side,mean_future_xy_spread,max_future_xy_spread,contact_action_count,moving_contact_action_count,strong_displacement_action_count,rotation_action_count,nondegenerate,contact_mode_nontrivial
421,right,0.0,0.0,0,0,0,0,0,0
422,back,0.05622190833091736,0.1405547708272934,1,1,1,0,1,1
423,front,0.047646564245223996,0.11911641061306,1,1,1,1,1,1
424,left,0.05242796540260315,0.13106991350650787,1,1,1,0,1,1
425,right,0.08401540517807007,0.21003851294517517,1,1,1,0,1,1
426,back,0.058313608169555664,0.14578402042388916,1,1,1,1,1,1
427,front,0.05000104308128357,0.12500260770320892,1,1,1,1,1,1
428,left,0.07588242292404175,0.18970605731010437,1,1,1,0,1,1
429,right,0.05128849148750305,0.12822122871875763,1,1,1,0,1,1
430,back,0.06798809766769409,0.16997024416923523,1,1,1,0,1,1
431,front,0.0,0.0,0,0,0,0,0,0
432,left,0.0476165771484375,0.11904144287109375,1,1,1,0,1,1
433,right,0.05519449710845947,0.13798624277114868,1,1,1,0,1,1
434,back,0.04776950478553772,0.1194237619638443,1,1,1,0,1,1
435,front,0.0,0.0,0,0,0,0,0,0
436,left,0.0816508412361145,0.20412710309028625,1,1,1,1,1,1
437,right,0.08539781570434571,0.21349453926086426,1,1,1,0,1,1
438,back,0.05873309969902039,0.14683274924755096,1,1,1,1,1,1
439,front,0.054996854066848753,0.1374921351671219,1,1,1,1,1,1
440,left,0.013352838158607484,0.03338209539651871,1,1,0,1,1,1
441,right,0.06350204944610596,0.1587551236152649,1,1,1,0,1,1
442,back,0.056572329998016355,0.1414308249950409,1,1,1,0,1,1
443,front,0.0,0.0,0,0,0,0,0,0
444,left,0.07828406691551208,0.1957101672887802,1,1,1,0,1,1
445,right,0.0,0.0,0,0,0,0,0,0
446,back,0.035235929489135745,0.08808982372283936,1,1,1,1,1,1
447,front,0.04539645910263061,0.11349114775657654,1,1,1,0,1,1
448,left,0.06789759993553161,0.16974399983882904,1,1,1,1,1,1
449,right,0.08023183941841125,0.20057959854602814,1,1,1,0,1,1
450,back,0.08223485350608825,0.20558713376522064,1,1,1,0,1,1
451,front,0.06985473036766052,0.1746368259191513,1,1,1,0,1,1
452,left,0.05503299832344055,0.13758249580860138,1,1,1,1,1,1
453,right,0.08132360577583313,0.20330901443958282,1,1,1,0,1,1
454,back,0.008275004476308823,0.020687511190772057,1,1,0,1,1,1
455,front,0.05645702481269836,0.1411425620317459,1,1,1,1,1,1
456,left,0.030038368701934815,0.07509592175483704,1,1,1,1,1,1
457,right,0.03808846473693848,0.09522116184234619,1,1,1,0,1,1
458,back,0.019663284718990325,0.049158211797475815,1,1,0,1,1,1
459,front,0.045876112580299375,0.11469028145074844,1,1,1,1,1,1
460,left,0.0796132504940033,0.19903312623500824,1,1,1,1,1,1
461,right,0.0,0.0,0,0,0,0,0,0
462,back,0.021567168831825256,0.05391792207956314,1,1,0,0,1,1
463,front,0.056233936548233034,0.14058484137058258,1,1,1,0,1,1
464,left,0.046010592579841615,0.11502648144960403,1,1,1,1,1,1
465,right,0.02273373305797577,0.05683433264493942,1,1,0,1,1,1
466,back,0.062262934446334836,0.1556573361158371,1,1,1,0,1,1
467,front,0.07037873268127441,0.17594683170318604,1,1,1,1,1,1
468,left,0.06700611114501953,0.16751527786254883,1,1,1,1,1,1
469,right,0.0494581550359726,0.12364538758993149,1,1,1,1,1,1
470,back,0.05655331015586853,0.14138327538967133,1,1,1,0,1,1
471,front,0.03010041415691376,0.0752510353922844,1,1,1,1,1,1
472,left,0.03963133990764618,0.09907834976911545,1,1,1,1,1,1
473,right,0.00025088086258620026,0.0006272021564655006,1,1,0,0,0,1
474,back,0.07471368908882141,0.18678422272205353,1,1,1,0,1,1
475,front,0.03727621138095856,0.09319052845239639,1,1,1,1,1,1
476,left,0.0,0.0,0,0,0,0,0,0
477,right,0.009820502996444703,0.024551257491111755,1,1,0,1,1,1
478,back,0.07541297078132629,0.18853242695331573,1,1,1,1,1,1
479,front,0.009663146734237672,0.024157866835594177,1,1,0,0,1,1
480,left,0.007983653992414474,0.019959134981036186,1,1,0,1,0,1
481,right,0.06890554428100586,0.17226386070251465,1,1,1,0,1,1
482,back,0.0,0.0,0,0,0,0,0,0
483,front,0.030588904023170473,0.07647226005792618,1,1,1,0,1,1
484,left,0.0599845290184021,0.14996132254600525,1,1,1,0,1,1
485,right,0.04394996762275696,0.1098749190568924,1,1,1,0,1,1
486,back,0.050963371992111206,0.12740842998027802,1,1,1,0,1,1
487,front,0.0,0.0,0,0,0,0,0,0
488,left,0.0,0.0,0,0,0,0,0,0
489,right,0.028761544823646547,0.07190386205911636,1,1,1,0,1,1
490,back,0.04333274364471436,0.10833185911178589,1,1,1,0,1,1
491,front,0.0009475103579461575,0.0023687758948653936,1,1,0,0,0,1
492,left,0.05098728537559509,0.12746821343898773,1,1,1,0,1,1
493,right,0.06313774585723878,0.15784436464309692,1,1,1,0,1,1
494,back,0.00022446233779191971,0.0005611558444797993,1,1,0,0,0,1
495,front,0.030828022956848146,0.07707005739212036,1,1,1,1,1,1
496,left,0.0,0.0,0,0,0,0,0,0
497,right,0.08391531109809876,0.2097882777452469,1,1,1,0,1,1
498,back,0.07565836310386657,0.18914590775966644,1,1,1,0,1,1
499,front,0.00034374946262687444,0.0008593736565671861,1,1,0,0,0,1
500,left,0.06104326844215393,0.15260817110538483,1,1,1,0,1,1
501,right,0.07977687716484069,0.19944219291210175,1,1,1,0,1,1
502,back,0.07795363664627075,0.19488409161567688,1,1,1,0,1,1
503,front,0.01811945140361786,0.04529862850904465,1,1,0,0,1,1
504,left,0.0,0.0,0,0,0,0,0,0
505,right,0.0468064546585083,0.11701613664627075,1,1,1,1,1,1
506,back,0.018609318137168884,0.04652329534292221,1,1,0,0,1,1
507,front,0.07198821306228638,0.17997053265571594,1,1,1,1,1,1
508,left,0.07978184819221497,0.19945462048053741,1,1,1,0,1,1
509,right,0.0760981559753418,0.1902453899383545,1,1,1,0,1,1
510,back,0.06487940549850464,0.1621985137462616,1,1,1,1,1,1
511,front,0.07677946090698243,0.19194865226745605,1,1,1,1,1,1
